Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit
ORD-00993,2024-06-22,CUST-0104,Jack Garcia,Corporate,South,North Carolina,Office Supplies,Writing,Pen Set,4,0.2,65.34,3.68
ORD-00284,2024-06-23,CUST-0121,Benjamin Anderson,Consumer,South,North Carolina,Technology,Accessories,Wireless Mouse,5,0,176.38,47.74
ORD-00890,2024-06-23,CUST-0193,Luna Martin,Home Office,West,Arizona,Furniture,Bookcases,Office Bookcase,3,0.1,569.49,68.33
ORD-00997,2024-06-23,CUST-0076,Noah Martin,Small Business,South,Florida,Office Supplies,Storage,File Storage Box,8,0,277.05,73.68
ORD-00111,2024-06-24,CUST-0028,Lucas Martin,Home Office,West,California,Office Supplies,Paper,Printer Paper Case,8,0.2,286.59,21.75
ORD-00532,2024-06-24,CUST-0164,Jack Miller,Corporate,West,Colorado,Office Supplies,Binders,Premium Binder Pack,6,0,161.18,53.36
ORD-00645,2024-06-24,CUST-0171,Lucas Wilson,Home Office,Central,Ohio,Office Supplies,Writing,Pen Set,2,0,35.3,11.03
ORD-00713,2024-06-24,CUST-0126,Emma Miller,Corporate,West,Arizona,Technology,Phones,Smartphone,2,0.15,1137.36,67.25
ORD-00245,2024-06-25,CUST-0056,Liam Johnson,Home Office,Central,Tennessee,Furniture,Desks,Standing Desk,8,0.2,2994.23,-386.98
ORD-00063,2024-06-26,CUST-0075,Liam Taylor,Small Business,South,South Carolina,Technology,Accessories,Wireless Mouse,2,0,61.65,15.62
ORD-00926,2024-06-27,CUST-0220,Ava Anderson,Small Business,West,Oregon,Technology,Phones,Smartphone,3,0,2061.35,332.61
ORD-00309,2024-06-30,CUST-0199,Ethan Clark,Corporate,West,Arizona,Furniture,Desks,Standing Desk,6,0.15,2375.3,-99.38
ORD-00343,2024-06-30,CUST-0011,Henry Anderson,Small Business,East,Massachusetts,Office Supplies,Storage,File Storage Box,2,0,72.95,17.56
ORD-00452,2024-06-30,CUST-0228,Lucas Martin,Home Office,East,Pennsylvania,Technology,Phones,Smartphone,8,0.2,4353.88,-193.89
ORD-00182,2024-07-01,CUST-0194,Emma Thomas,Home Office,East,Massachusetts,Technology,Phones,Smartphone,7,0.1,3744.4,211.22
ORD-00463,2024-07-01,CUST-0147,Daniel Miller,Home Office,South,North Carolina,Office Supplies,Binders,Premium Binder Pack,3,0.15,58.56,8.4
ORD-00511,2024-07-01,CUST-0165,Noah Thompson,Small Business,East,Maryland,Office Supplies,Binders,Premium Binder Pack,8,0,176.42,49.34
ORD-00618,2024-07-03,CUST-0150,Mia Clark,Consumer,South,South Carolina,Technology,Monitors,27-inch Monitor,3,0.15,726.39,69.46
ORD-00123,2024-07-04,CUST-0061,Harper Lewis,Small Business,West,Washington,Technology,Accessories,Wireless Keyboard,3,0.15,139.99,11.74
ORD-00409,2024-07-05,CUST-0180,Jack Garcia,Corporate,West,Washington,Technology,Phones,Smartphone,3,0,1774.1,285.18
ORD-00070,2024-07-11,CUST-0053,Sophia Robinson,Corporate,West,Colorado,Technology,Laptops,Business Laptop,6,0.1,4976.66,452.25
ORD-00492,2024-07-11,CUST-0224,Ava Wilson,Consumer,East,New Jersey,Technology,Accessories,Wireless Keyboard,7,0.2,347.92,-23.28
ORD-00407,2024-07-12,CUST-0166,Amelia Harris,Corporate,South,Virginia,Office Supplies,Paper,Printer Paper Case,7,0.1,264.08,55.29
ORD-00898,2024-07-12,CUST-0111,Noah Johnson,Corporate,West,Washington,Technology,Monitors,27-inch Monitor,7,0,2039.17,416.86
ORD-00191,2024-07-13,CUST-0155,Mia Harris,Corporate,Central,Texas,Technology,Accessories,Wireless Mouse,2,0.15,68.42,4.02
ORD-00282,2024-07-13,CUST-0170,Mason Thomas,Corporate,South,Georgia,Technology,Accessories,Wireless Mouse,7,0.15,214.42,9.72
ORD-00790,2024-07-13,CUST-0190,Evelyn Lewis,Consumer,West,California,Furniture,Chairs,Ergonomic Office Chair,1,0.15,274.8,-7.43
ORD-00135,2024-07-14,CUST-0070,Noah White,Home Office,Central,Texas,Furniture,Desks,Standing Desk,5,0,2893.22,460.07
ORD-00632,2024-07-14,CUST-0054,Benjamin Wilson,Corporate,East,Pennsylvania,Technology,Laptops,Business Laptop,2,0.2,1202.63,-71.14
ORD-00860,2024-07-14,CUST-0129,Noah Garcia,Home Office,East,Massachusetts,Technology,Accessories,Wireless Mouse,1,0,38.49,10.8
ORD-00164,2024-07-15,CUST-0077,Mason Moore,Home Office,Central,Tennessee,Office Supplies,Storage,File Storage Box,4,0,131.93,41.9
ORD-00699,2024-07-15,CUST-0063,Liam Lewis,Corporate,East,Pennsylvania,Technology,Accessories,Wireless Mouse,7,0.15,204.3,23.28
ORD-00349,2024-07-16,CUST-0198,Daniel Robinson,Consumer,South,Georgia,Furniture,Desks,Standing Desk,6,0.1,2533.47,257.63
ORD-00531,2024-07-17,CUST-0016,Sophia Wilson,Consumer,East,New Jersey,Furniture,Bookcases,Office Bookcase,6,0,1177.59,226.45
ORD-00552,2024-07-18,CUST-0171,James Harris,Corporate,South,Virginia,Office Supplies,Binders,Premium Binder Pack,8,0,200.23,53.07
ORD-00757,2024-07-18,CUST-0130,Liam Wilson,Home Office,West,Arizona,Furniture,Chairs,Ergonomic Office Chair,3,0.2,795.92,-33.04
ORD-00977,2024-07-19,CUST-0073,Ava Moore,Consumer,West,Washington,Furniture,Desks,Standing Desk,5,0.05,2274.59,231.11
ORD-00222,2024-07-20,CUST-0164,Isabella Lewis,Home Office,East,Massachusetts,Office Supplies,Paper,Printer Paper Case,8,0,319.48,91.85
ORD-00696,2024-07-22,CUST-0087,Daniel Taylor,Corporate,Central,Texas,Technology,Laptops,Business Laptop,4,0,3151.87,645.17
ORD-00439,2024-07-23,CUST-0014,Lucas Lewis,Corporate,West,California,Technology,Accessories,Wireless Mouse,6,0,227.76,47.86
ORD-00308,2024-07-24,CUST-0037,Isabella Miller,Consumer,South,South Carolina,Technology,Accessories,Wireless Keyboard,6,0.05,359.44,72.61
ORD-00587,2024-07-25,CUST-0138,Mia Thomas,Small Business,Central,Ohio,Office Supplies,Binders,Premium Binder Pack,8,0.15,180.95,26.2
ORD-00260,2024-07-26,CUST-0116,Harper Jackson,Home Office,Central,Illinois,Technology,Phones,Smartphone,3,0.2,1697.19,-73.94
ORD-00189,2024-07-27,CUST-0138,Mia Johnson,Small Business,West,Washington,Technology,Monitors,27-inch Monitor,6,0.15,1287.13,42.37
ORD-00946,2024-07-27,CUST-0054,Noah White,Corporate,West,Arizona,Technology,Phones,Smartphone,3,0.2,1783.87,-1.59
ORD-00649,2024-07-29,CUST-0199,Mia Thomas,Consumer,West,Colorado,Furniture,Desks,Standing Desk,8,0.15,3441.3,-119.33
ORD-00714,2024-07-29,CUST-0133,Emma Miller,Small Business,South,Florida,Technology,Monitors,27-inch Monitor,4,0,1185.05,195.74
ORD-00163,2024-07-31,CUST-0118,Daniel Jackson,Small Business,South,South Carolina,Office Supplies,Writing,Pen Set,6,0.15,92.64,19.66
ORD-00202,2024-07-31,CUST-0077,Ethan Clark,Corporate,East,Massachusetts,Technology,Laptops,Business Laptop,3,0.2,2247.24,-78.45
ORD-00213,2024-08-02,CUST-0204,Henry Garcia,Corporate,South,Florida,Furniture,Bookcases,Office Bookcase,8,0.2,1288.44,-50.81
ORD-00766,2024-08-03,CUST-0220,Benjamin Harris,Small Business,Central,Illinois,Furniture,Bookcases,Office Bookcase,4,0.15,770.15,-2.5
ORD-00047,2024-08-04,CUST-0244,Henry Anderson,Consumer,Central,Michigan,Office Supplies,Paper,Printer Paper Case,8,0,326.3,86.48
ORD-00266,2024-08-07,CUST-0159,Jack Taylor,Small Business,West,Washington,Office Supplies,Paper,Printer Paper Case,3,0,120.4,29.27
ORD-00598,2024-08-07,CUST-0137,James Davis,Small Business,East,New York,Technology,Accessories,Wireless Keyboard,5,0.05,258.71,30.82
ORD-00129,2024-08-08,CUST-0199,Mason Taylor,Small Business,South,North Carolina,Technology,Monitors,27-inch Monitor,3,0.1,857.2,69.91
ORD-00185,2024-08-10,CUST-0188,Luna Jackson,Small Business,West,Washington,Office Supplies,Writing,Pen Set,1,0,18.29,6.46
ORD-00411,2024-08-10,CUST-0119,Liam Jackson,Consumer,East,New York,Office Supplies,Storage,File Storage Box,6,0.05,175.86,44.99
ORD-00002,2024-08-11,CUST-0180,Daniel Martin,Corporate,South,North Carolina,Technology,Phones,Smartphone,4,0.1,2439.56,172.64
ORD-00694,2024-08-12,CUST-0062,Benjamin Jackson,Home Office,West,California,Office Supplies,Storage,File Storage Box,1,0.15,25.57,3.72
ORD-00980,2024-08-12,CUST-0064,Henry Davis,Corporate,West,Arizona,Technology,Phones,Smartphone,2,0.2,1129.71,-56.6
ORD-00864,2024-08-16,CUST-0032,James Thompson,Home Office,Central,Michigan,Technology,Accessories,Wireless Mouse,8,0.1,247.69,37.28
ORD-00626,2024-08-17,CUST-0120,Henry Brown,Home Office,Central,Michigan,Furniture,Desks,Standing Desk,3,0.05,1515.15,72.94
ORD-00161,2024-08-21,CUST-0199,Amelia Wilson,Corporate,Central,Tennessee,Furniture,Chairs,Ergonomic Office Chair,1,0.1,295.34,18.74
ORD-00450,2024-08-24,CUST-0217,Jack Garcia,Small Business,East,Maryland,Technology,Accessories,Wireless Mouse,1,0,31.55,6.69
ORD-00962,2024-08-24,CUST-0188,Henry White,Consumer,Central,Illinois,Office Supplies,Paper,Printer Paper Case,8,0,363.56,95.14
ORD-00482,2024-08-25,CUST-0101,Ethan Jackson,Small Business,Central,Michigan,Office Supplies,Storage,File Storage Box,4,0,142.4,44.45
ORD-00972,2024-08-25,CUST-0044,Emma Lewis,Consumer,Central,Tennessee,Technology,Phones,Smartphone,5,0,2944.22,488.1
ORD-00079,2024-08-28,CUST-0163,Noah Thompson,Corporate,South,Virginia,Technology,Phones,Smartphone,5,0,3515.29,452.98
ORD-00491,2024-08-28,CUST-0104,Amelia Martin,Corporate,South,Georgia,Technology,Laptops,Business Laptop,7,0.15,5256.48,146.08
ORD-00584,2024-08-28,CUST-0030,Isabella Miller,Consumer,South,South Carolina,Technology,Accessories,Wireless Mouse,5,0.1,142.21,22.32
ORD-00612,2024-08-28,CUST-0154,Liam Smith,Small Business,South,North Carolina,Office Supplies,Paper,Printer Paper Case,8,0,386.1,126.27
ORD-00415,2024-08-29,CUST-0102,Lucas Smith,Consumer,South,South Carolina,Technology,Phones,Smartphone,7,0,4022.51,694.38
ORD-00547,2024-08-31,CUST-0095,Ethan Moore,Consumer,East,Pennsylvania,Technology,Accessories,Wireless Keyboard,2,0,126.32,27.75
ORD-00049,2024-09-01,CUST-0180,Sophia White,Corporate,South,Virginia,Technology,Accessories,Wireless Keyboard,3,0.05,166.27,23.73
ORD-00124,2024-09-01,CUST-0174,Luna Thompson,Home Office,West,Washington,Office Supplies,Writing,Pen Set,5,0.2,78.61,2.28
ORD-00224,2024-09-01,CUST-0108,Jack Wilson,Home Office,East,Massachusetts,Technology,Phones,Smartphone,5,0,3020.62,501.35
ORD-00382,2024-09-01,CUST-0172,Amelia Harris,Corporate,East,New York,Office Supplies,Paper,Printer Paper Case,1,0,37.94,10.47
ORD-00540,2024-09-01,CUST-0246,Mia Taylor,Small Business,East,Pennsylvania,Office Supplies,Paper,Printer Paper Case,2,0.15,72.06,6.32
ORD-00891,2024-09-03,CUST-0124,Lucas Brown,Small Business,South,Virginia,Office Supplies,Writing,Pen Set,8,0.15,123.91,25.31
ORD-00073,2024-09-06,CUST-0192,Ava Brown,Small Business,West,Colorado,Office Supplies,Storage,File Storage Box,8,0.1,211.75,40.76
ORD-00199,2024-09-06,CUST-0220,Liam Brown,Home Office,West,Colorado,Furniture,Chairs,Ergonomic Office Chair,4,0,1384.1,233.69
ORD-00664,2024-09-08,CUST-0012,Benjamin Smith,Small Business,South,Georgia,Technology,Accessories,Wireless Mouse,8,0,307.4,72.6
ORD-00599,2024-09-09,CUST-0211,Mason Smith,Consumer,West,Colorado,Furniture,Desks,Standing Desk,5,0.2,2356.6,-92.26
ORD-00619,2024-09-09,CUST-0175,Noah Harris,Small Business,East,New Jersey,Technology,Phones,Smartphone,8,0.15,4002.14,-15.98
ORD-00413,2024-09-10,CUST-0054,Benjamin Harris,Small Business,East,New Jersey,Office Supplies,Storage,File Storage Box,1,0,32.14,8.9
ORD-00700,2024-09-10,CUST-0248,Luna Garcia,Corporate,Central,Illinois,Office Supplies,Paper,Printer Paper Case,1,0.15,39.08,4.61
ORD-00745,2024-09-10,CUST-0099,Amelia Clark,Consumer,West,Washington,Technology,Monitors,27-inch Monitor,3,0,765.67,171.54
ORD-00296,2024-09-12,CUST-0095,Harper Martinez,Home Office,East,Pennsylvania,Technology,Laptops,Business Laptop,1,0.05,721.62,77.29
ORD-00085,2024-09-13,CUST-0202,Harper Johnson,Small Business,East,Pennsylvania,Furniture,Chairs,Ergonomic Office Chair,3,0.15,751.04,-47.26
ORD-00590,2024-09-14,CUST-0181,Evelyn Miller,Home Office,East,New Jersey,Office Supplies,Binders,Premium Binder Pack,8,0.15,177.26,22.23
ORD-00034,2024-09-17,CUST-0176,Mia White,Home Office,West,Oregon,Technology,Accessories,Wireless Mouse,1,0.15,29.68,3.14
ORD-00875,2024-09-17,CUST-0195,Ava Moore,Small Business,East,Maryland,Furniture,Bookcases,Office Bookcase,2,0,438.33,77.42
ORD-00251,2024-09-18,CUST-0001,Liam Smith,Corporate,East,Massachusetts,Technology,Accessories,Wireless Keyboard,2,0.1,105.14,16.8
ORD-00278,2024-09-19,CUST-0249,Ethan Martin,Home Office,East,New York,Office Supplies,Paper,Printer Paper Case,2,0.15,62.86,9.5
ORD-00445,2024-09-20,CUST-0058,Ava Jackson,Home Office,Central,Texas,Furniture,Desks,Standing Desk,7,0.2,3341.22,-293.61
ORD-00680,2024-09-22,CUST-0006,Daniel Lewis,Small Business,East,New York,Technology,Accessories,Wireless Keyboard,4,0.1,213.21,34.08
ORD-00983,2024-09-23,CUST-0012,Mason Thompson,Home Office,West,Colorado,Office Supplies,Binders,Premium Binder Pack,1,0,24.27,7.7
ORD-00302,2024-09-24,CUST-0207,Jack Harris,Small Business,Central,Ohio,Technology,Monitors,27-inch Monitor,5,0,1288.67,310.53
ORD-00557,2024-09-25,CUST-0229,Mason Martin,Corporate,South,North Carolina,Technology,Accessories,Wireless Keyboard,5,0.15,258.35,19.72
ORD-00607,2024-09-25,CUST-0023,James Miller,Consumer,South,Florida,Technology,Accessories,Wireless Mouse,3,0,103.77,23.18
ORD-00610,2024-09-25,CUST-0166,Harper Brown,Consumer,East,New York,Technology,Monitors,27-inch Monitor,4,0.1,1009.78,118.71
ORD-00393,2024-09-26,CUST-0128,Henry Moore,Home Office,Central,Illinois,Office Supplies,Writing,Pen Set,4,0,72.52,22.69
ORD-00074,2024-09-30,CUST-0169,Benjamin Wilson,Home Office,West,Arizona,Office Supplies,Writing,Pen Set,1,0,19.37,6.43
ORD-00786,2024-09-30,CUST-0174,Jack Martin,Home Office,West,Oregon,Furniture,Bookcases,Office Bookcase,1,0.15,187.89,8.77
ORD-00625,2024-10-01,CUST-0112,Henry Brown,Consumer,West,Colorado,Office Supplies,Storage,File Storage Box,7,0,242.87,69.28
ORD-00982,2024-10-01,CUST-0067,Isabella Martin,Home Office,East,New York,Technology,Monitors,27-inch Monitor,4,0.2,977.86,60.79
ORD-00233,2024-10-02,CUST-0024,Amelia Martinez,Small Business,East,Maryland,Furniture,Desks,Standing Desk,7,0.05,3465.05,416.51
ORD-00388,2024-10-02,CUST-0052,Lucas Taylor,Small Business,Central,Illinois,Furniture,Chairs,Ergonomic Office Chair,3,0.15,882.15,-41.45
ORD-00818,2024-10-02,CUST-0115,Lucas Martin,Small Business,West,Washington,Office Supplies,Paper,Printer Paper Case,4,0.1,158.77,22.88
ORD-00840,2024-10-03,CUST-0008,Lucas Thomas,Corporate,Central,Michigan,Technology,Accessories,Wireless Mouse,2,0,63.07,17.42
ORD-00918,2024-10-03,CUST-0177,Isabella Johnson,Consumer,South,North Carolina,Technology,Laptops,Business Laptop,2,0,1768.8,337.65
ORD-00104,2024-10-06,CUST-0169,Amelia Brown,Corporate,Central,Texas,Technology,Accessories,Wireless Keyboard,5,0,268.06,51.71
ORD-00522,2024-10-07,CUST-0113,Lucas Clark,Consumer,Central,Texas,Technology,Phones,Smartphone,3,0.2,1547.66,-114.14
ORD-00602,2024-10-07,CUST-0238,Isabella Martin,Consumer,Central,Michigan,Technology,Laptops,Business Laptop,2,0.2,1483.02,-18.8
ORD-00001,2024-10-08,CUST-0140,Olivia Clark,Home Office,South,North Carolina,Furniture,Bookcases,Office Bookcase,4,0,770.85,151.6
ORD-00883,2024-10-11,CUST-0082,Isabella Moore,Corporate,East,New York,Office Supplies,Writing,Pen Set,2,0.1,36.32,8.82
ORD-00895,2024-10-11,CUST-0027,Ava Thompson,Consumer,West,Washington,Technology,Phones,Smartphone,7,0,4847.08,833.46
ORD-00032,2024-10-12,CUST-0216,Daniel Jackson,Consumer,East,New Jersey,Office Supplies,Paper,Printer Paper Case,2,0.2,64.2,2.5
ORD-00853,2024-10-12,CUST-0055,Isabella Clark,Consumer,East,New Jersey,Technology,Phones,Smartphone,8,0,5341.29,710.91
ORD-00394,2024-10-13,CUST-0209,Noah Anderson,Corporate,Central,Ohio,Office Supplies,Binders,Premium Binder Pack,8,0,198.58,63.89
ORD-00826,2024-10-15,CUST-0236,Olivia Johnson,Corporate,South,South Carolina,Technology,Phones,Smartphone,6,0,4080.33,828.71
ORD-00872,2024-10-16,CUST-0215,Mia Harris,Consumer,South,North Carolina,Technology,Accessories,Wireless Keyboard,5,0,248.89,52.9
ORD-00924,2024-10-17,CUST-0166,Jack Thompson,Consumer,West,Washington,Technology,Laptops,Business Laptop,8,0,7019.89,1174.07
ORD-00126,2024-10-18,CUST-0213,Henry Brown,Corporate,South,Virginia,Technology,Phones,Smartphone,2,0.2,960.22,-45.82
ORD-00477,2024-10-20,CUST-0039,Ethan Anderson,Consumer,Central,Illinois,Technology,Accessories,Wireless Mouse,5,0.1,152.17,15.84
ORD-00499,2024-10-20,CUST-0065,Ava Lewis,Small Business,Central,Tennessee,Technology,Laptops,Business Laptop,8,0,6216.84,1308.89
ORD-00341,2024-10-21,CUST-0081,Daniel Johnson,Consumer,East,Maryland,Furniture,Bookcases,Office Bookcase,1,0.05,196.44,29.29
ORD-00387,2024-10-21,CUST-0239,Ethan Garcia,Small Business,South,Georgia,Technology,Accessories,Wireless Mouse,2,0.05,70.62,10.04
ORD-00466,2024-10-21,CUST-0160,James Wilson,Home Office,West,Oregon,Furniture,Bookcases,Office Bookcase,7,0.1,1467.08,126.44
ORD-00637,2024-10-21,CUST-0233,Isabella Lewis,Home Office,West,California,Technology,Accessories,Wireless Keyboard,4,0.05,203.32,31.07
ORD-00909,2024-10-22,CUST-0039,Evelyn Thomas,Corporate,West,Oregon,Office Supplies,Paper,Printer Paper Case,2,0,85.24,24.04
ORD-00556,2024-10-23,CUST-0127,Daniel Thompson,Corporate,East,Pennsylvania,Office Supplies,Binders,Premium Binder Pack,8,0,211.61,66.16
ORD-00658,2024-10-23,CUST-0078,Mason Garcia,Consumer,South,Georgia,Furniture,Chairs,Ergonomic Office Chair,1,0.1,269.51,26.12
ORD-00357,2024-10-24,CUST-0085,James Wilson,Corporate,West,Oregon,Technology,Phones,Smartphone,2,0,1178.47,193.09
ORD-00259,2024-10-25,CUST-0189,Isabella Jackson,Home Office,West,Washington,Technology,Accessories,Wireless Mouse,5,0.2,135.11,0.94
ORD-00945,2024-10-26,CUST-0027,Liam White,Home Office,Central,Ohio,Office Supplies,Writing,Pen Set,4,0.1,72.65,16.68
ORD-00134,2024-10-27,CUST-0080,Evelyn Harris,Home Office,South,Florida,Technology,Laptops,Business Laptop,4,0,3718.24,626.17
ORD-00877,2024-10-28,CUST-0237,Mia Anderson,Corporate,Central,Tennessee,Furniture,Desks,Standing Desk,8,0.15,3884.06,100.7
ORD-00021,2024-10-30,CUST-0015,Liam Clark,Home Office,West,Washington,Technology,Accessories,Wireless Mouse,4,0,145.09,38.79
ORD-00538,2024-10-30,CUST-0204,Mia Brown,Small Business,Central,Tennessee,Technology,Laptops,Business Laptop,7,0.2,4535.53,-384.22
ORD-00062,2024-10-31,CUST-0026,Mia Moore,Small Business,West,Colorado,Office Supplies,Storage,File Storage Box,7,0,231.51,73.25
ORD-00921,2024-11-03,CUST-0140,Sophia Lewis,Home Office,West,California,Technology,Phones,Smartphone,7,0.05,4950.68,649.27
ORD-00209,2024-11-04,CUST-0077,Benjamin Brown,Small Business,East,Pennsylvania,Technology,Monitors,27-inch Monitor,5,0.05,1222.81,170.97
ORD-00503,2024-11-04,CUST-0175,Amelia Garcia,Small Business,West,Colorado,Office Supplies,Storage,File Storage Box,8,0.15,247.2,11.87
ORD-00905,2024-11-04,CUST-0153,Benjamin Davis,Small Business,West,California,Office Supplies,Paper,Printer Paper Case,6,0.1,247.01,46.88
ORD-00066,2024-11-07,CUST-0011,Henry Jackson,Small Business,South,Florida,Furniture,Bookcases,Office Bookcase,7,0,1492.24,204.79
ORD-00090,2024-11-07,CUST-0117,James Robinson,Home Office,East,New York,Technology,Laptops,Business Laptop,8,0,6162.44,937.98
ORD-00904,2024-11-07,CUST-0170,Benjamin Anderson,Small Business,East,New York,Technology,Phones,Smartphone,6,0.05,3751.23,444.86
ORD-00444,2024-11-08,CUST-0091,James Thomas,Corporate,South,South Carolina,Office Supplies,Writing,Pen Set,6,0.05,101.19,26.97
ORD-00057,2024-11-09,CUST-0138,Ethan Moore,Corporate,Central,Michigan,Technology,Monitors,27-inch Monitor,5,0,1277.61,218.16
ORD-00666,2024-11-10,CUST-0007,Liam Thomas,Home Office,Central,Texas,Technology,Accessories,Wireless Keyboard,7,0.15,302.93,10.29
ORD-00487,2024-11-11,CUST-0210,Amelia Jackson,Home Office,South,Florida,Technology,Accessories,Wireless Keyboard,7,0,400.99,93.7
ORD-00038,2024-11-13,CUST-0122,Jack Brown,Home Office,South,South Carolina,Furniture,Desks,Standing Desk,4,0.2,1553.79,-63.54
ORD-00293,2024-11-14,CUST-0223,Lucas Wilson,Small Business,South,Georgia,Technology,Monitors,27-inch Monitor,5,0.2,1134.27,-84.73
ORD-00035,2024-11-17,CUST-0084,Amelia Thomas,Corporate,South,Georgia,Furniture,Chairs,Ergonomic Office Chair,2,0.15,620.46,2.72
ORD-00847,2024-11-17,CUST-0023,Olivia Miller,Home Office,West,California,Office Supplies,Storage,File Storage Box,3,0,88.67,23.29
ORD-00971,2024-11-17,CUST-0113,Lucas Miller,Small Business,Central,Tennessee,Furniture,Chairs,Ergonomic Office Chair,2,0,621.98,83.75
ORD-00242,2024-11-18,CUST-0154,Jack Thomas,Consumer,West,Arizona,Office Supplies,Binders,Premium Binder Pack,3,0,68.74,21.3
ORD-00636,2024-11-19,CUST-0127,Jack White,Home Office,South,Florida,Furniture,Chairs,Ergonomic Office Chair,2,0,728.7,111.2
ORD-00705,2024-11-20,CUST-0020,James Brown,Small Business,West,Arizona,Office Supplies,Storage,File Storage Box,5,0.05,134.77,27.04
ORD-00276,2024-11-21,CUST-0191,Olivia Taylor,Small Business,South,South Carolina,Furniture,Chairs,Ergonomic Office Chair,4,0.15,1141.13,-93.17
ORD-00434,2024-11-22,CUST-0188,Amelia Thompson,Consumer,Central,Tennessee,Technology,Laptops,Business Laptop,3,0,2589.9,374.36
ORD-00592,2024-11-22,CUST-0166,Ethan Anderson,Corporate,Central,Michigan,Office Supplies,Binders,Premium Binder Pack,2,0.15,38.15,6.75
ORD-00253,2024-11-23,CUST-0231,Liam Miller,Corporate,East,New Jersey,Furniture,Bookcases,Office Bookcase,5,0.2,756.86,-22.37
ORD-00586,2024-11-26,CUST-0128,Evelyn Jackson,Corporate,West,Oregon,Office Supplies,Binders,Premium Binder Pack,2,0.2,38.86,1.38
ORD-00080,2024-11-28,CUST-0106,Luna Miller,Corporate,Central,Texas,Technology,Laptops,Business Laptop,1,0,830.27,134.49
ORD-00731,2024-11-28,CUST-0045,Isabella Garcia,Consumer,Central,Texas,Furniture,Chairs,Ergonomic Office Chair,7,0.15,2184.42,-147.37
ORD-00086,2024-11-30,CUST-0094,Evelyn Martinez,Small Business,East,New York,Technology,Monitors,27-inch Monitor,7,0,1831.06,437.41
ORD-00234,2024-12-01,CUST-0118,James Brown,Home Office,Central,Michigan,Office Supplies,Storage,File Storage Box,1,0.2,27.88,1.33
ORD-00876,2024-12-01,CUST-0071,Benjamin Moore,Consumer,South,South Carolina,Technology,Laptops,Business Laptop,3,0,2301.45,348.42
ORD-00882,2024-12-02,CUST-0017,Amelia Thomas,Corporate,Central,Texas,Furniture,Bookcases,Office Bookcase,4,0.05,824.51,83.52
ORD-00513,2024-12-03,CUST-0123,Henry Harris,Consumer,Central,Illinois,Furniture,Bookcases,Office Bookcase,7,0.1,1165.56,89.67
ORD-00999,2024-12-04,CUST-0107,Ethan Wilson,Home Office,West,Colorado,Technology,Accessories,Wireless Mouse,3,0,107.27,21.55
ORD-00077,2024-12-05,CUST-0004,Ava Martin,Corporate,East,Maryland,Furniture,Chairs,Ergonomic Office Chair,2,0.2,576.24,11.51
ORD-00351,2024-12-05,CUST-0019,Luna Taylor,Small Business,South,Florida,Furniture,Bookcases,Office Bookcase,1,0,188.95,28.85
ORD-00798,2024-12-05,CUST-0069,Noah Martin,Home Office,West,Colorado,Furniture,Bookcases,Office Bookcase,1,0,222.57,48.16
ORD-00469,2024-12-07,CUST-0045,Mia Jackson,Small Business,South,North Carolina,Furniture,Desks,Standing Desk,6,0.05,3188.04,140.72
ORD-00476,2024-12-07,CUST-0006,Luna Thomas,Corporate,South,Virginia,Technology,Phones,Smartphone,8,0,4720.76,883.25
ORD-00827,2024-12-08,CUST-0160,Mason White,Consumer,East,New Jersey,Office Supplies,Writing,Pen Set,3,0.15,45.66,6.46
ORD-00967,2024-12-10,CUST-0019,James Thompson,Home Office,East,Massachusetts,Technology,Phones,Smartphone,6,0.1,3665.72,361.18
ORD-00518,2024-12-11,CUST-0118,Daniel Wilson,Corporate,South,Georgia,Technology,Laptops,Business Laptop,1,0.05,736.37,100.03
ORD-00521,2024-12-11,CUST-0083,Mia Johnson,Corporate,South,South Carolina,Office Supplies,Binders,Premium Binder Pack,7,0,153.32,47.4
ORD-00078,2024-12-12,CUST-0137,Amelia Jackson,Home Office,South,Florida,Technology,Monitors,27-inch Monitor,7,0.15,1502.21,106.84
ORD-00018,2024-12-13,CUST-0047,Sophia Thompson,Corporate,South,Florida,Furniture,Bookcases,Office Bookcase,2,0,391.33,55.81
ORD-00100,2024-12-13,CUST-0171,Sophia White,Corporate,West,Washington,Office Supplies,Binders,Premium Binder Pack,8,0.05,181.0,46.26
ORD-00136,2024-12-13,CUST-0069,Olivia Martin,Consumer,West,Colorado,Office Supplies,Binders,Premium Binder Pack,3,0.05,72.97,20.49
ORD-00060,2024-12-14,CUST-0017,Amelia Garcia,Consumer,West,Colorado,Office Supplies,Storage,File Storage Box,3,0,91.02,21.87
ORD-00204,2024-12-14,CUST-0116,Benjamin Taylor,Small Business,West,Washington,Technology,Phones,Smartphone,7,0.2,3523.96,-160.61
ORD-00685,2024-12-14,CUST-0199,Jack Lewis,Home Office,South,Florida,Technology,Accessories,Wireless Mouse,1,0.2,27.16,0.8
ORD-00180,2024-12-18,CUST-0240,Benjamin Johnson,Small Business,South,North Carolina,Office Supplies,Binders,Premium Binder Pack,2,0.1,49.61,6.46
ORD-00107,2024-12-19,CUST-0171,Mason Johnson,Corporate,East,Maryland,Technology,Phones,Smartphone,7,0,4351.97,712.84
